,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
269,Alfred McGuire*,188,81,St. John's University,1928,New York,New York,47.75,#DIV/0!,741.5,11.26666667,0.40925,#DIV/0!,0.60025,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.9,0.933333333,1.8,0.085333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,62.75,165.75,0.3575,#DIV/0!,#DIV/0!,#DIV/0!,62.75,165.75,0.3575,0.3575,63.75,115.75,0.578,#DIV/0!,#DIV/0!,104.5,90.75,#DIV/0!,#DIV/0!,#DIV/0!,125.25,189.25
270,Dave Minor,188,83,"University of California, Los Angeles",1922,Missouri,,43.75,#DIV/0!,1194.5,11.325,0.418,#DIV/0!,0.29175,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.35,1.2,1.575,0.0535,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,123.25,340.5,0.362,#DIV/0!,#DIV/0!,#DIV/0!,123.25,340.5,0.362,0.362,74.25,99,0.753,#DIV/0!,#DIV/0!,194.75,104,#DIV/0!,#DIV/0!,#DIV/0!,145.75,320.75
271,Ralph O'Brien,175,72,Butler University,1928,Henshaw,Kentucky,34.8,#DIV/0!,618.6,12.1,0.424,#DIV/0!,0.2842,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.22,0.5,0.74,0.0526,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,84,237,0.3622,#DIV/0!,#DIV/0!,#DIV/0!,84,237,0.3622,0.3622,55.6,66.6,0.7924,#DIV/0!,#DIV/0!,52.4,47.2,#DIV/0!,#DIV/0!,#DIV/0!,52.6,223.6
272,Wally Osterkorn,196,97,University of Illinois at Urbana-Champaign,1928,,,51,#DIV/0!,1296.75,9.975,0.378,#DIV/0!,0.5995,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,2.125,2.225,0.03475,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,113.25,339.5,0.30675,#DIV/0!,#DIV/0!,#DIV/0!,113.25,339.5,0.30675,0.30675,132.5,224,0.576,#DIV/0!,#DIV/0!,304.5,86.5,#DIV/0!,#DIV/0!,#DIV/0!,149,359
273,Mel Payton,193,83,Tulane University,1926,,,55.5,#DIV/0!,947.5,13.2,0.421,#DIV/0!,0.266,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.25,1,1.25,0.055,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,113.5,312.5,0.3715,#DIV/0!,#DIV/0!,#DIV/0!,113.5,312.5,0.3715,0.3715,70.5,94.5,0.7475,#DIV/0!,#DIV/0!,198,63,#DIV/0!,#DIV/0!,#DIV/0!,93,297.5
274,John Pilch,190,83,University of Wyoming,1925,Sheridan,Wyoming,9,#DIV/0!,41,-2.6,0.198,#DIV/0!,0.6,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,0.1,-0.1,-0.118,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1,10,0.1,#DIV/0!,#DIV/0!,#DIV/0!,1,10,0.1,0.1,3,6,0.5,#DIV/0!,#DIV/0!,9,2,#DIV/0!,#DIV/0!,#DIV/0!,10,5
275,Ray Ragelis,193,92,Northwestern University,1928,,,51,#DIV/0!,337,6.1,0.313,#DIV/0!,0.302,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.7,0.3,-0.4,-0.059,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,25,96,0.26,#DIV/0!,#DIV/0!,#DIV/0!,25,96,0.26,0.26,18,29,0.621,#DIV/0!,#DIV/0!,76,31,#DIV/0!,#DIV/0!,#DIV/0!,62,68
276,Sam Ranzino,185,83,North Carolina State University,1927,Gary,Indiana,39,#DIV/0!,234,9.5,0.405,#DIV/0!,0.411,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.2,0.2,0.038,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,30,90,0.333,#DIV/0!,#DIV/0!,#DIV/0!,30,90,0.333,0.333,26,37,0.703,#DIV/0!,#DIV/0!,39,25,#DIV/0!,#DIV/0!,#DIV/0!,63,86
277,John Rennicke,188,83,Drake University,1929,,,6,#DIV/0!,54,-1.3,0.25,#DIV/0!,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0,-0.2,-0.218,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4,18,0.222,#DIV/0!,#DIV/0!,#DIV/0!,4,18,0.222,0.222,3,9,0.333,#DIV/0!,#DIV/0!,9,1,#DIV/0!,#DIV/0!,#DIV/0!,7,11
278,Don Savage,190,92,LeMoyne College,1928,,,8.5,#DIV/0!,86.5,7.2,0.3665,#DIV/0!,0.5095,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.15,0.1,-0.05,-0.0155,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,7.5,31,0.2625,#DIV/0!,#DIV/0!,#DIV/0!,7.5,31,0.2625,0.2625,12,17.5,0.75,#DIV/0!,#DIV/0!,15.5,7,#DIV/0!,#DIV/0!,#DIV/0!,14.5,27
279,Chuck Share,211,106,Bowling Green State University,1927,,,60.36363636,#DIV/0!,1327.181818,17.79,0.467636364,#DIV/0!,0.667818182,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.62,1.95,4.56,0.1429,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,159.0909091,399.8181818,0.378,#DIV/0!,#DIV/0!,#DIV/0!,159.0909091,399.8181818,0.378,0.378,181.0909091,261.7272727,0.680909091,#DIV/0!,#DIV/0!,503.7272727,80.81818182,#DIV/0!,#DIV/0!,#DIV/0!,210.5454545,499.2727273
280,Zeke Sinicola,178,74,Niagara University,1929,,,6,#DIV/0!,24,-4.4,0.25,#DIV/0!,0.4375,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.15,0,-0.1,-0.226,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.5,10,0.25,#DIV/0!,#DIV/0!,#DIV/0!,2.5,10,0.25,0.25,1.5,4,0.25,#DIV/0!,#DIV/0!,1,1.5,#DIV/0!,#DIV/0!,#DIV/0!,5,6.5
281,Whitey Skoog,180,81,University of Minnesota,1926,Duluth,Minnesota,56.83333333,#DIV/0!,1532.166667,10.45,0.421833333,#DIV/0!,0.1945,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.616666667,1.75,2.366666667,0.072333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,194,500,0.379833333,#DIV/0!,#DIV/0!,#DIV/0!,194,500,0.379833333,0.379833333,78.66666667,98.5,0.805,#DIV/0!,#DIV/0!,188.8333333,150.5,#DIV/0!,#DIV/0!,#DIV/0!,171.1666667,466.6666667
282,Jim Slaughter,211,95,University of South Carolina,1928,,,28,#DIV/0!,525,10.1,0.377,#DIV/0!,0.412,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.4,0.3,-0.1,-0.01,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53,165,0.321,#DIV/0!,#DIV/0!,#DIV/0!,53,165,0.321,0.321,41,68,0.603,#DIV/0!,#DIV/0!,148,25,#DIV/0!,#DIV/0!,#DIV/0!,81,147
283,Bill Tosheff,185,79,Indiana University,1926,,,67.66666667,#DIV/0!,2113,11.06666667,0.395,#DIV/0!,0.367666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.366666667,2.1,1.7,0.036333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,211.3333333,670.6666667,0.313666667,#DIV/0!,#DIV/0!,#DIV/0!,211.3333333,670.6666667,0.313666667,0.313666667,197,248.3333333,0.791,#DIV/0!,#DIV/0!,202.6666667,220.3333333,#DIV/0!,#DIV/0!,#DIV/0!,218,619.6666667
284,Bob Wilson,193,83,West Virginia State University,1926,,,63,#DIV/0!,1308,7.8,0.365,#DIV/0!,0.511,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.8,1,0.2,0.008,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79,264,0.299,#DIV/0!,#DIV/0!,#DIV/0!,79,264,0.299,0.299,78,135,0.578,#DIV/0!,#DIV/0!,210,108,#DIV/0!,#DIV/0!,#DIV/0!,172,236
285,Jim Baechtold,193,92,Eastern Kentucky University,1927,McKeesport,Pennsylvania,64.2,#DIV/0!,1651.2,13.36,0.4592,#DIV/0!,0.4022,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2.1,0.84,2.96,0.0852,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,223.4,575.2,0.3852,#DIV/0!,#DIV/0!,#DIV/0!,223.4,575.2,0.3852,0.3852,177.8,227,0.7738,#DIV/0!,#DIV/0!,201.8,137,#DIV/0!,#DIV/0!,#DIV/0!,159,624.6
286,Jim Brasco,185,77,New York University,1931,Brooklyn,New York,13.33333333,#DIV/0!,165.3333333,7.466666667,0.353,#DIV/0!,0.363,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0.166666667,-0.133333333,-0.041333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,16.66666667,62.66666667,0.266333333,#DIV/0!,#DIV/0!,#DIV/0!,16.66666667,62.66666667,0.266333333,0.266333333,18,22.66666667,0.793333333,#DIV/0!,#DIV/0!,16,14,#DIV/0!,#DIV/0!,#DIV/0!,20,51.33333333
287,Dick Bunt,183,77,New York University,1930,Queens,New York,17.33333333,#DIV/0!,180.6666667,6.766666667,0.365,#DIV/0!,0.457,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.266666667,0.1,-0.2,-0.047666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19.33333333,70,0.276333333,#DIV/0!,#DIV/0!,#DIV/0!,19.33333333,70,0.276333333,0.276333333,22.66666667,32,0.709,#DIV/0!,#DIV/0!,18.66666667,11.33333333,#DIV/0!,#DIV/0!,#DIV/0!,26.66666667,61.33333333
288,Gene Conley,203,102,Washington State University,1930,Muskogee,Oklahoma,58.5,#DIV/0!,965.1666667,9.966666667,0.403166667,#DIV/0!,0.280333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.633333333,1.45,0.866666667,0.033666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,138.8333333,374,0.362833333,#DIV/0!,#DIV/0!,#DIV/0!,138.8333333,374,0.362833333,0.362833333,67.16666667,102.1666667,0.642,#DIV/0!,#DIV/0!,368.6666667,33.5,#DIV/0!,#DIV/0!,#DIV/0!,187.1666667,344.8333333
289,Pete Darcey,201,98,Oklahoma State University,1930,,,12,#DIV/0!,90,-5.7,0.25,#DIV/0!,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.3,0.1,-0.2,-0.107,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,18,0.167,#DIV/0!,#DIV/0!,#DIV/0!,3,18,0.167,0.167,5,9,0.556,#DIV/0!,#DIV/0!,10,2,#DIV/0!,#DIV/0!,#DIV/0!,29,11
290,Blaine Denning,188,79,Lawrence Technological University,1930,,,1,#DIV/0!,9,18.9,0.46,#DIV/0!,0.2,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.095,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,5,0.4,#DIV/0!,#DIV/0!,#DIV/0!,2,5,0.4,0.4,1,1,1,#DIV/0!,#DIV/0!,4,0,#DIV/0!,#DIV/0!,#DIV/0!,3,5
291,Danny Finn,185,83,St. John's University,1928,,,47.33333333,#DIV/0!,1132.333333,12.56666667,0.373333333,#DIV/0!,0.388666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.7,1.033333333,0.333333333,0.005666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,127.3333333,389.6666667,0.321333333,#DIV/0!,#DIV/0!,#DIV/0!,127.3333333,389.6666667,0.321333333,0.321333333,92.66666667,154.6666667,0.601,#DIV/0!,#DIV/0!,182.6666667,188.6666667,#DIV/0!,#DIV/0!,#DIV/0!,151,347.3333333
292,Dick Groat,180,81,Duke University,1930,Wilkinsburg,Pennsylvania,26,#DIV/0!,663,18.2,0.464,#DIV/0!,0.507,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.4,0.7,2,0.148,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,100,272,0.368,#DIV/0!,#DIV/0!,#DIV/0!,100,272,0.368,0.368,109,138,0.79,#DIV/0!,#DIV/0!,86,69,#DIV/0!,#DIV/0!,#DIV/0!,90,309
293,Don Hanrahan,201,90,Loyola University of Chicago,1929,,,18,#DIV/0!,121,14.1,0.427,#DIV/0!,0.469,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,0.2,0.2,0.098,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,11,32,0.344,#DIV/0!,#DIV/0!,#DIV/0!,11,32,0.344,0.344,11,15,0.733,#DIV/0!,#DIV/0!,30,11,#DIV/0!,#DIV/0!,#DIV/0!,24,33
294,Don Henriksen,201,102,University of California,1929,,,52,#DIV/0!,1397.75,11.56666667,0.4405,#DIV/0!,0.54975,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.9,0.833333333,1.766666667,0.044333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,119.25,321.75,0.35525,#DIV/0!,#DIV/0!,#DIV/0!,119.25,321.75,0.35525,0.35525,112.5,167.75,0.694,#DIV/0!,#DIV/0!,368.5,87.75,#DIV/0!,#DIV/0!,#DIV/0!,155.5,351
295,Jim Holstein,190,81,University of Cincinnati,1930,,,56.25,#DIV/0!,869,9.4,0.37275,#DIV/0!,0.36825,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.7,1.533333333,0.866666667,0.039666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79.25,245.25,0.3145,#DIV/0!,#DIV/0!,#DIV/0!,79.25,245.25,0.3145,0.3145,56.25,87,0.65,#DIV/0!,#DIV/0!,164.75,62.25,#DIV/0!,#DIV/0!,#DIV/0!,106.5,214.75
296,Bob Lochmueller,196,83,University of Louisville,1927,,,62,#DIV/0!,802,9,0.388,#DIV/0!,0.498,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5,1,0.5,0.031,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,79,245,0.322,#DIV/0!,#DIV/0!,#DIV/0!,79,245,0.322,0.322,74,122,0.607,#DIV/0!,#DIV/0!,162,47,#DIV/0!,#DIV/0!,#DIV/0!,143,232
297,Mo Mahoney,188,92,Brown University,1927,,,4,#DIV/0!,22.5,6.45,0.246,#DIV/0!,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,-0.059,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,6,0.2,#DIV/0!,#DIV/0!,#DIV/0!,2,6,0.2,0.2,2,2.5,0.8,#DIV/0!,#DIV/0!,4.5,1,#DIV/0!,#DIV/0!,#DIV/0!,3.5,6
298,Al Masino,178,78,Canisius College,1928,,,31.5,#DIV/0!,533.75,14.875,0.47725,#DIV/0!,0.7135,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.275,0.7,1,0.199,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,46.5,131,0.41125,#DIV/0!,#DIV/0!,#DIV/0!,46.5,131,0.41125,0.41125,47,75.5,0.611,#DIV/0!,#DIV/0!,58.25,51,#DIV/0!,#DIV/0!,#DIV/0!,85,140
299,Jack McCloskey,188,86,University of Pennsylvania,1925,Mahanoy City,Pennsylvania,1,#DIV/0!,16,7.8,0.333,#DIV/0!,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0,0,-0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,9,0.333,#DIV/0!,#DIV/0!,#DIV/0!,3,9,0.333,0.333,0,0,#DIV/0!,#DIV/0!,#DIV/0!,3,1,#DIV/0!,#DIV/0!,#DIV/0!,2,6
300,Bucky McConnell,178,77,Marshall University,1928,,,14,#DIV/0!,297,11.6,0.406,#DIV/0!,0.408,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,0.4,0.5,0.08,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,27,71,0.38,#DIV/0!,#DIV/0!,#DIV/0!,27,71,0.38,0.38,14,29,0.483,#DIV/0!,#DIV/0!,34,41,#DIV/0!,#DIV/0!,#DIV/0!,39,68
301,George McLeod,196,90,Texas Christian University,1931,,,10,#DIV/0!,85,2.9,0.265,#DIV/0!,0.938,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.2,0,-0.2,-0.115,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,16,0.125,#DIV/0!,#DIV/0!,#DIV/0!,2,16,0.125,0.125,8,15,0.533,#DIV/0!,#DIV/0!,21,4,#DIV/0!,#DIV/0!,#DIV/0!,16,12
302,Jack McMahon,185,83,St. John's University,1928,,,59.4,#DIV/0!,1594.1,9.12,0.3828,#DIV/0!,0.3248,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.92,1.53,0.61,0.0153,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,181.7,540.5,0.3368,#DIV/0!,#DIV/0!,#DIV/0!,181.7,540.5,0.3368,0.3368,111.7,176.5,0.6178,#DIV/0!,#DIV/0!,157,216.1,#DIV/0!,#DIV/0!,#DIV/0!,165.3,475.1
303,Monk Meineke,201,94,University of Dayton,1930,Dayton,Ohio,68.6,#DIV/0!,1356.4,12.94,0.4458,#DIV/0!,0.458,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.32,1.64,2.98,0.0966,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,158,430.8,0.365,#DIV/0!,#DIV/0!,#DIV/0!,158,430.8,0.365,0.365,151.6,200.6,0.743,#DIV/0!,#DIV/0!,325.2,86.6,#DIV/0!,#DIV/0!,#DIV/0!,209.4,467.6
304,Eddie Miller,203,102,Syracuse University,1931,,,53,#DIV/0!,1423.25,15.5,0.402,#DIV/0!,0.39275,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7,0.6,1.325,0.024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,197.5,540.5,0.34525,#DIV/0!,#DIV/0!,#DIV/0!,197.5,540.5,0.34525,0.34525,151.25,222.75,0.64225,#DIV/0!,#DIV/0!,468.75,81.25,#DIV/0!,#DIV/0!,#DIV/0!,173.5,546.25
305,Bill Mlkvy,193,86,Temple University,1931,Palmerton,Pennsylvania,31,#DIV/0!,608,9.5,0.339,#DIV/0!,0.195,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-1.4,0.4,-1,-0.082,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,75,246,0.305,#DIV/0!,#DIV/0!,#DIV/0!,75,246,0.305,0.305,31,48,0.646,#DIV/0!,#DIV/0!,101,62,#DIV/0!,#DIV/0!,#DIV/0!,54,181
306,Jim Mooney,196,97,Villanova University,1930,,,18,#DIV/0!,529,9.5,0.408,#DIV/0!,0.27,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0.2,0.2,0.019,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,54,148,0.365,#DIV/0!,#DIV/0!,#DIV/0!,54,148,0.365,0.365,27,40,0.675,#DIV/0!,#DIV/0!,70,35,#DIV/0!,#DIV/0!,#DIV/0!,50,135
307,Bob Naber,190,83,University of Louisville,1929,,,4,#DIV/0!,11,-10.4,0.102,#DIV/0!,0.5,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0,-0.1,-0.418,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,4,0,#DIV/0!,#DIV/0!,#DIV/0!,0,4,0,0,1,2,0.5,#DIV/0!,#DIV/0!,5,1,#DIV/0!,#DIV/0!,#DIV/0!,6,1
308,John O'Boyle,188,83,Colorado State University,1928,,,5,#DIV/0!,97,3.4,0.361,#DIV/0!,0.269,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0.1,0,-0.008,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,8,26,0.308,#DIV/0!,#DIV/0!,#DIV/0!,8,26,0.308,0.308,5,7,0.714,#DIV/0!,#DIV/0!,10,5,#DIV/0!,#DIV/0!,#DIV/0!,20,21
309,Mike O'Neill,190,95,University of California,1928,,,4,#DIV/0!,50,4.6,0.32,#DIV/0!,0.235,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.1,0.1,-0.1,-0.064,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,4,17,0.235,#DIV/0!,#DIV/0!,#DIV/0!,4,17,0.235,0.235,4,4,1,#DIV/0!,#DIV/0!,9,3,#DIV/0!,#DIV/0!,#DIV/0!,10,12
310,Claude Overton,188,88,East Central University,1927,,,15,#DIV/0!,182,6.3,0.329,#DIV/0!,0.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,-0.5,0.1,-0.4,-0.115,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,19,75,0.253,#DIV/0!,#DIV/0!,#DIV/0!,19,75,0.253,0.253,20,30,0.667,#DIV/0!,#DIV/0!,25,15,#DIV/0!,#DIV/0!,#DIV/0!,25,58
311,Ralph Polson,201,90,Whitworth,1929,,,32.66666667,#DIV/0!,540,10.56666667,0.431333333,#DIV/0!,0.577333333,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2,0.333333333,0.533333333,0.058666667,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.33333333,119.3333333,0.353666667,#DIV/0!,#DIV/0!,#DIV/0!,43.33333333,119.3333333,0.353666667,0.353666667,40.66666667,64,0.645,#DIV/0!,#DIV/0!,140.6666667,16,#DIV/0!,#DIV/0!,#DIV/0!,68,127.3333333
312,Bob Priddy,190,86,New Mexico State University,1930,,,16,#DIV/0!,149,7.8,0.408,#DIV/0!,0.368,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0.006,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,14,38,0.368,#DIV/0!,#DIV/0!,#DIV/0!,14,38,0.368,0.368,8,14,0.571,#DIV/0!,#DIV/0!,36,7,#DIV/0!,#DIV/0!,#DIV/0!,36,36
313,Moe Radovich,183,72,University of Wyoming,1929,,,4,#DIV/0!,33,20,0.474,#DIV/0!,0.308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.1,0,0.1,0.153,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,5,13,0.385,#DIV/0!,#DIV/0!,#DIV/0!,5,13,0.385,0.385,4,4,1,#DIV/0!,#DIV/0!,1,8,#DIV/0!,#DIV/0!,#DIV/0!,5,14
