,Player,height,weight,collage,born,birth_city,birth_state,G/season,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2862,Drew Gooden,208,113,University of Kansas,1981,Oakland,California,45.65217391,29.26086957,1180.043478,15.66086957,0.512434783,0.056043478,0.291086957,10.75652174,22.1826087,16.39565217,7.334782609,1.282608696,1.717391304,12.5826087,21.88695652,#DIV/0!,1.008695652,1.434782609,2.434782609,0.092434783,#DIV/0!,-2.117391304,-0.482608696,-2.595652174,0.030434783,201.9130435,437.3913043,0.45773913,4.47826087,17.73913043,0.154318182,197.4347826,419.6521739,0.468565217,0.464652174,101.3478261,132.0869565,0.78273913,110.2608696,218.7391304,329,50.2173913,31.13043478,27.73913043,70.17391304,116.0869565,509.6521739
2863,Marcus Haislip,208,104,University of Tennessee,1980,Lewisburg,Tennessee,22.25,2,213.5,10.9,0.48125,0.09225,0.28825,7.8,12.275,10.025,2.75,0.75,2.75,11.05,21.475,#DIV/0!,1.38778E-17,0.125,0.125,0.0235,#DIV/0!,-4.525,-3,-7.5,-0.225,31.25,71.5,0.43375,1.75,5,0.3375,29.5,66.5,0.4305,0.456,13.5,20.5,0.58575,12.75,20,32.75,4,3.75,8.5,9.75,25,77.75
2864,Adam Harrington,196,90,Auburn University,1980,Bernardston,Massachusetts,12.66666667,0,74,6.4,0.383333333,0.368,0.108666667,0.833333333,7.266666667,3.933333333,16.26666667,1,0.9,5,17.8,#DIV/0!,-0.033333333,0.033333333,0.033333333,-0.013,#DIV/0!,-4.866666667,-3.166666667,-8.033333333,-0.066666667,7.333333333,24.66666667,0.294,3.333333333,9.333333333,0.351333333,4,15.33333333,0.269333333,0.36,2,2.666666667,0.75,0.666666667,4.666666667,5.333333333,8,1.333333333,0.666666667,1.333333333,5.333333333,20
2865,Junior Harrington,193,81,Wingate University,1980,Wagram,North Carolina,46.66666667,22,1032,7.666666667,0.436333333,0.119,0.257666667,2.566666667,12.03333333,7.2,22.83333333,2.2,0.666666667,21.9,17.4,#DIV/0!,-1.333333333,1.033333333,-0.3,-0.017333333,#DIV/0!,-4.366666667,-0.066666667,-4.433333333,-0.666666667,96.66666667,260.6666667,0.379333333,6.666666667,24.33333333,0.278333333,90,236.3333333,0.394666667,0.395666667,44.33333333,64.33333333,0.718333333,23,104,127,142.6666667,42,8.333333333,83.33333333,133.6666667,244.3333333
2866,Juaquin Hawkins,201,99,"California State University, Long Beach",1973,Gardena,California,58,10,685,7.3,0.427,0.162,0.135,2.8,10.2,6.6,10.9,2.3,0.6,15.6,12.5,#DIV/0!,-0.3,0.7,0.4,0.027,#DIV/0!,-3.8,0.5,-3.3,-0.2,57,148,0.385,10,24,0.417,47,124,0.379,0.419,10,20,0.5,16,62,78,47,29,6,29,57,134
2867,Nene Hilario,211,113,,1982,Sao Carlos,Brazil,53.52941176,38.41176471,1473.117647,13.02941176,0.542588235,0.007705882,0.472882353,7.270588235,18.58235294,12.95294118,10.80588235,1.888235294,2.270588235,18.7,21.72352941,#DIV/0!,2.129411765,2.105882353,4.229411765,0.045941176,#DIV/0!,-3.017647059,1.482352941,-1.523529412,1.482352941,246.4705882,450.5294118,0.508470588,0.411764706,3.058823529,0.0708125,246.0588235,447.4705882,0.511941176,0.508823529,150.9411765,228.1176471,0.64925,97.82352941,244.4705882,342.2941176,101.6470588,61,43,102.0588235,165.8235294,644.2941176
2868,Nate Huffman,216,111,Central Michigan University,1975,Battle Creek,Michigan,7,0,76,11.8,0.403,0,0.32,12.9,21.9,17.2,11,0.7,2.8,9.5,18.9,#DIV/0!,0,0.1,0.1,0.04,#DIV/0!,-3.8,-0.8,-4.5,0,9,25,0.36,0,0,#DIV/0!,9,25,0.36,0.36,5,8,0.625,9,14,23,5,1,3,3,13,23
2869,Ryan Humphrey,203,106,University of Notre Dame,1979,Tulsa,Oklahoma,26.6,0.4,243.2,4.68,0.342,0.0538,0.2654,12.4,15.8,14.14,5.8,2.04,1.6,17.28,18.76,#DIV/0!,-0.42,0.24,-0.18,-0.0656,#DIV/0!,-6.86,-0.46,-7.34,-0.38,22.6,69.4,0.3128,0,0.6,0,22.6,68.8,0.331,0.3128,12.8,23,0.5435,24,33.6,57.6,5.8,5.8,7.4,14.2,37.6,58
2870,Casey Jacobsen,198,97,Stanford University,1981,Glendora,California,61.83333333,2.5,1186.333333,8.95,0.528833333,0.497166667,0.360166667,2.416666667,8.55,5.466666667,8.633333333,1.066666667,0.3,12.76666667,13.65,#DIV/0!,1.05,0.433333333,1.483333333,0.051333333,#DIV/0!,-1.2,-1.45,-2.666666667,-0.083333333,106.8333333,269.6666667,0.390833333,45.83333333,128.5,0.3455,61,141.1666667,0.447666667,0.475333333,79.66666667,102.8333333,0.7705,25.5,88.33333333,113.8333333,69.5,25.66666667,5.333333333,46.83333333,79.33333333,339.1666667
2871,Marko Jaric,201,89,,1978,Belgrade,Serbia,63.85714286,31.57142857,1606.571429,11.65714286,0.483714286,0.278142857,0.247571429,3.085714286,9.514285714,6.342857143,22.34285714,2.771428571,0.928571429,18.42857143,16.27142857,#DIV/0!,0.371428571,1.357142857,1.714285714,0.044714286,#DIV/0!,-1.014285714,0.214285714,-0.814285714,0.628571429,170,420.5714286,0.397285714,41.28571429,120,0.351714286,128.7142857,300.5714286,0.417857143,0.446,74.85714286,102.5714286,0.729,39.14285714,132.2857143,171.4285714,228.5714286,83.28571429,18.28571429,101.1428571,138.1428571,456.1428571
2872,Chris Jefferies,203,102,"California State University, Fresno",1980,Fresno,California,23.25,3.5,264,13.975,0.52875,0.488,0.23875,2.025,12.45,7.125,15.325,0.925,1.775,17.325,26.975,#DIV/0!,-0.3,0.15,-0.125,0.0285,#DIV/0!,0.5,-2.55,-2.1,-0.275,32.25,84.5,0.4065,13,34.5,0.37025,19.25,50,0.42575,0.4985,13.75,20.75,0.739,6.5,22.75,29.25,9,6.75,7.5,20.75,32,91.25
2873,Jared Jeffries,211,104,Indiana University,1981,Bloomington,Indiana,49.4,25.4,1064.933333,9.1,0.4512,0.114266667,0.3774,10.17333333,11.63333333,10.88,8.386666667,1.786666667,1.94,17.38666667,12.17333333,#DIV/0!,0.26,0.793333333,1.06,0.044333333,#DIV/0!,-2.333333333,1.346666667,-0.973333333,0.34,88.73333333,208.5333333,0.408333333,6.4,24.8,0.218933333,82.33333333,183.7333333,0.430933333,0.4222,46.06666667,79,0.546466667,90.53333333,107.2666667,197.8,62.33333333,35.2,27.4,51.4,120.4666667,229.9333333
2874,Fred Jones,193,95,University of Oregon,1979,Malvern,Arkansas,54.77777778,10,1290.888889,10.34444444,0.511777778,0.353,0.300111111,2.066666667,8.355555556,5.188888889,14.52222222,1.922222222,0.811111111,14.83333333,15.56666667,#DIV/0!,0.866666667,1.1,1.955555556,0.062222222,#DIV/0!,-1.344444444,-0.188888889,-1.511111111,0.333333333,136.5555556,334.6666667,0.399444444,42.77777778,123,0.326555556,93.77777778,211.6666667,0.436333333,0.458222222,86.11111111,106.1111111,0.807222222,20,99.22222222,119.2222222,122,42.66666667,14.55555556,64.22222222,105.7777778,402
2875,Sean Lampley,201,102,University of California,1979,Harvey,Illinois,22.5,0,275,17,0.592,0.0155,0.618,4.8,15,9.8,8.7,0.4,0.8,11.9,19.55,#DIV/0!,0.3,0.2,0.55,0.1365,#DIV/0!,-1.2,-2,-3.2,-0.05,34.5,74.5,0.542,0,2,0,34.5,72.5,0.549,0.542,32.5,47,0.681,14,33,47,16.5,3.5,2,14,22.5,101.5
2876,Tito Maddox,193,86,"California State University, Fresno",1981,Compton,California,9,0,35,11.2,0.354,0.25,0.667,3.4,19.3,11.5,22.8,4.6,2,16.2,24.4,#DIV/0!,-0.1,0.1,0,-0.011,#DIV/0!,-4.7,2.5,-2.2,0,3,12,0.25,0,3,0,3,9,0.333,0.25,5,8,0.625,1,6,7,5,3,1,3,4,11
2877,Roger Mason,196,90,University of Virginia,1980,Washington,District of Columbia,45.33333333,8.833333333,789.5833333,8.275,0.473583333,0.536166667,0.120166667,0.966666667,10.35833333,5.666666667,11.95833333,1.291666667,0.658333333,11.9,16.65833333,#DIV/0!,0.508333333,0.583333333,1.075,0.02775,#DIV/0!,-2.075,-1.8,-3.858333333,0,102.3333333,252.5833333,0.354916667,50.58333333,132.3333333,0.349083333,51.75,120.25,0.364583333,0.448416667,26.83333333,31,0.867727273,6.583333333,70.75,77.33333333,58.58333333,16.66666667,6.75,32.5,62.08333333,282.0833333
2878,Yao Ming*,229,140,,1980,Shanghai,China,60.75,59.5,1977.25,22.85,0.593375,0.00125,0.4605,9.15,23.575,16.5125,9.475,0.5625,4.5875,14.3375,26.9625,#DIV/0!,4.5875,3.6375,8.25,0.19475,#DIV/0!,0.0875,1.5875,1.65,2.1375,422.5,805.625,0.5185,0.25,1.25,0.25,422.25,804.375,0.519,0.51875,310.625,373,0.8465,154.125,407.625,561.75,96.125,23.625,115,163.875,199.5,1155.875
2879,Ronald Murray,193,86,Shaw University,1979,Philadelphia,Pennsylvania,43.375,8.75,987.375,10.96875,0.46825,0.2235,0.2621875,1.825,8.83125,5.30625,17.48125,2.04375,0.48125,15.6375,24.66875,#DIV/0!,-0.00625,0.70625,0.69375,-0.0129375,#DIV/0!,-3.14375,-1.95625,-5.10625,-0.28125,160,388.0625,0.402125,28.375,94.3125,0.2408125,131.625,293.75,0.4443125,0.4308125,78.9375,109.5,0.704,17.25,72.0625,89.3125,98.5625,35,8.1875,66.25,69,427.3125
2880,Bostjan Nachbar,206,100,,1980,Slovenj Gradec,Slovenia,42.4,4.4,747.1,8.95,0.4945,0.4559,0.2867,2.66,13.48,8.04,8.64,1.32,1.02,12.16,18.79,#DIV/0!,0.37,0.69,1.05,0.0431,#DIV/0!,-2.45,-1.17,-3.64,-0.1,95.9,240.1,0.3768,41.9,113.4,0.3286,54,126.7,0.4096,0.4532,56.6,72.1,0.7233,15.8,92,107.8,38.4,18,10.5,37.7,94.6,290.3
2881,Mehmet Okur,211,112,,1979,Yalova,Turkey,63.4,46,1842.9,15.84,0.5367,0.2589,0.3291,8.03,19.7,13.85,10.76,1.01,1.93,11.69,20.89,#DIV/0!,3.34,2.13,5.47,0.1222,#DIV/0!,0.63,-0.11,0.52,1.58,302.8,661.5,0.4396,59.6,159,0.3561,243.2,502.5,0.4665,0.4859,190.9,239.6,0.7694,126.1,317.5,443.6,108.9,32.9,45.3,99.1,181.5,856.1
2882,Chris Owens,201,111,University of Texas at Austin,1979,Akron,Ohio,1,0,6,20.1,0.667,0,0,19,0,9.4,0,0,0,25,30,#DIV/0!,0,0,0,-0.032,#DIV/0!,-1.3,-9.3,-10.7,0,2,3,0.667,0,0,#DIV/0!,2,3,0.667,0.667,0,0,#DIV/0!,1,0,1,0,0,0,1,0,4
2883,Jannero Pargo,185,79,University of Arkansas,1979,Chicago,Illinois,33.05882353,1.117647059,496.1764706,10.43529412,0.467823529,0.403705882,0.083588235,1.458823529,7.905882353,4.664705882,24.68823529,1.694117647,0.405882353,16.77647059,23.11176471,#DIV/0!,-0.158823529,0.447058824,0.276470588,0.005882353,#DIV/0!,-1.9,-2.605882353,-4.529411765,-0.176470588,81.58823529,208.8823529,0.380470588,27.11764706,76.58823529,0.333764706,54.47058824,132.2941176,0.411058824,0.449058824,20.82352941,24.05882353,0.8936,7.647058824,37.82352941,45.47058824,66.05882353,16.52941176,2.176470588,38.11764706,43.52941176,211.1176471
2884,Smush Parker,193,86,Fordham University,1981,New York,New York,35.33333333,20.66666667,867.2222222,8.144444444,0.479888889,0.369555556,0.22,2.377777778,8.088888889,5.177777778,19.24444444,2.177777778,0.466666667,21.64444444,20.22222222,#DIV/0!,0.044444444,0.677777778,0.744444444,-0.029333333,#DIV/0!,-3.611111111,-1.377777778,-4.988888889,0.044444444,110,261.7777778,0.398777778,34.44444444,103.2222222,0.273222222,75.55555556,158.5555556,0.467888889,0.449555556,43.55555556,61.66666667,0.706375,14.11111111,66.11111111,80.22222222,98.88888889,40.55555556,5.555555556,62.11111111,75.77777778,298
2885,Tayshaun Prince,206,96,University of Kentucky,1980,Compton,California,60.89473684,52.57894737,1873.894737,12.97368421,0.509578947,0.159578947,0.175631579,3.8,12.33684211,7.989473684,12.17368421,1.031578947,1.147368421,8.878947368,16.82105263,#DIV/0!,1.994736842,1.657894737,3.636842105,0.088789474,#DIV/0!,-0.657894737,0.110526316,-0.542105263,0.9,269.4210526,594.9473684,0.452578947,33.57894737,90.05263158,0.385947368,235.8421053,504.8947368,0.464052632,0.483947368,88.52631579,117.2631579,0.733894737,65.73684211,192.4736842,258.2105263,141.8421053,34.10526316,28.47368421,62.52631579,73.26315789,660.9473684
2886,Igor Rakocevic,190,83,,1978,Belgrade,Serbia,42,0,244,8.4,0.528,0.207,0.621,1.9,5.9,3.9,19,0.9,0,23.8,18,#DIV/0!,0,0.1,0.1,0.022,#DIV/0!,-3.5,-3.6,-7.1,-0.3,22,58,0.379,5,12,0.417,17,46,0.37,0.422,29,36,0.806,4,13,17,33,4,0,23,25,78
2887,Efthimi Rentzias,211,113,,1976,Trikala,Greece,35,0,144,10.6,0.413,0.136,0.153,8,13.3,10.6,8,2.2,1.1,6,20.9,#DIV/0!,0,0.2,0.2,0.058,#DIV/0!,-3,-1.6,-4.7,-0.1,20,59,0.339,4,8,0.5,16,51,0.314,0.373,8,9,0.889,10,16,26,7,6,2,4,21,52
2888,Antoine Rigaudeau,201,95,,1971,Cholet,France,11,0,91,-2.4,0.243,0.143,0,4.8,4.8,4.8,9.3,1.7,0,14.6,20.4,#DIV/0!,-0.4,0.1,-0.4,-0.192,#DIV/0!,-9.2,-2.1,-11.3,-0.2,8,35,0.229,1,5,0.2,7,30,0.233,0.243,0,0,#DIV/0!,4,4,8,6,3,0,6,11,17
2889,Guy Rucker,211,120,University of Iowa,1977,Inkster,Michigan,3,0,4,7.8,#DIV/0!,#DIV/0!,#DIV/0!,0,26.3,13.3,32.3,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0.117,#DIV/0!,-4.1,-1.1,-5.2,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,1,1,1,0,0,0,1,0
2890,Kareem Rush,198,97,University of Missouri,1980,Kansas City,Missouri,43.77777778,11.11111111,769.3333333,7.722222222,0.446888889,0.379555556,0.095333333,2.033333333,9.022222222,5.444444444,9.777777778,1.3,1.111111111,13.14444444,17.65555556,#DIV/0!,-0.255555556,0.444444444,0.2,-0.005555556,#DIV/0!,-3.155555556,-1.611111111,-4.777777778,-0.377777778,114.7777778,288.3333333,0.368,37.66666667,104.6666667,0.328666667,77.11111111,183.6666667,0.389888889,0.429333333,23.33333333,32.66666667,0.7815,13.77777778,59.66666667,73.44444444,46.77777778,18.88888889,9,38.33333333,59.22222222,290.5555556
2891,John Salmons,201,95,University of Miami,1979,Philadelphia,Pennsylvania,59.63157895,29.84210526,1641.105263,11.62631579,0.516368421,0.320210526,0.249789474,2.005263158,10.31578947,6.131578947,13.94210526,1.631578947,0.821052632,12.6,16.57894737,#DIV/0!,1.347368421,1.189473684,2.542105263,0.069473684,#DIV/0!,-0.721052632,-0.4,-1.110526316,0.489473684,216.3157895,498.7368421,0.417947368,54.36842105,145.2631579,0.362684211,161.9473684,353.4736842,0.439315789,0.476210526,112.2631579,139.2631579,0.780789474,28.89473684,148.4210526,177.3157895,147.4736842,51.84210526,16.21052632,80.36842105,112.5789474,599.2631579
2892,Jamal Sampson,211,106,University of California,1983,Inglewood,California,14.4,1,126.2,14.14,0.4484,0.0142,0.4874,15.02,27.96,21.4,10.84,1.76,3.54,13.68,11.2,#DIV/0!,0.1,0.18,0.26,0.1086,#DIV/0!,-2.74,2.6,-0.14,0,10.6,21.6,0.4574,0,0.2,0,10.6,21.4,0.4672,0.4574,7.2,13.4,0.4005,16,32.4,48.4,5.2,1.8,6.4,6.6,18.2,28.4
2893,Predrag Savovic,198,102,University of Hawaii,1976,Pula,Croatia,27,0,256,6,0.392,0.28,0.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22,#DIV/0!,-0.5,0.3,-0.2,-0.04,#DIV/0!,-5.1,-1.1,-6.1,-0.3,29,93,0.312,4,26,0.154,25,67,0.373,0.333,21,29,0.724,9,16,25,22,14,1,21,33,83
2894,Paul Shirley,208,104,Iowa State University,1977,Meriden,Kansas,6,0,40.33333333,-4.5,0.300666667,0.014333333,0.164666667,4.533333333,11.93333333,8.4,7.533333333,0.2,0.3,11.43333333,24.66666667,#DIV/0!,-0.1,0,-0.066666667,-0.291666667,#DIV/0!,-14.06666667,-6.133333333,-20.26666667,-0.066666667,5,12.66666667,0.296666667,0,0.333333333,0,5,12.33333333,0.303333333,0.296666667,1,2.333333333,0.4165,3,3.333333333,6.333333333,2.333333333,0.333333333,0.333333333,3.333333333,4,11
2895,Tamar Slay,203,97,Marshall University,1980,Beckley,West Virginia,22,0,172.3333333,5.466666667,0.393333333,0.250333333,0.127,6.266666667,10.9,8.533333333,9.933333333,2.766666667,0.433333333,15.56666667,23.36666667,#DIV/0!,-0.4,0.266666667,-0.1,-0.058,#DIV/0!,-5.5,-1.066666667,-6.6,-0.166666667,24.33333333,67.33333333,0.354,4.333333333,16.33333333,0.26,20,51,0.390333333,0.385,4.666666667,8.666666667,0.4,8,15.33333333,23.33333333,10.33333333,8.666666667,1.333333333,13,23.66666667,57.66666667
2896,Amar'e Stoudemire,208,111,,1982,Lake Wales,Florida,56.5625,44.4375,1718.6875,20.91875,0.5846875,0.011375,0.45025,9.36875,19.5125,14.5125,6.43125,1.1875,2.86875,12.1625,25.45,#DIV/0!,4.10625,1.9,6.00625,0.15675,#DIV/0!,0.05625,-0.61875,-0.55,1.05625,386.5,718.6875,0.529125,1.875,8.1875,0.155230769,384.625,710.5,0.5330625,0.53,267.25,351.875,0.761,133.6875,301.375,435.0625,68.4375,41.5625,68.25,126.9375,177.875,1042.125
2897,Cezary Trybanski,218,108,,1979,Warsaw,Poland,7.25,0,29,-8.725,0.14075,0,0.5,2,7.35,4.675,0.4,3.575,4.3,25.95,20.7,#DIV/0!,-0.15,0,-0.125,-0.3225,#DIV/0!,-15.975,0.65,-15.275,-0.075,1.25,7,0.0625,0,0,#DIV/0!,1.25,7,0.0625,0.0625,1.5,3.5,0.466666667,1.5,2.5,4,0.25,0.5,2,3,4.75,4
2898,Nikoloz Tskitishvili,213,102,,1983,Tbilisi,Georgia,28,2,283.125,4.0625,0.3635,0.181375,0.234625,6.55,15.0125,10.725,6.425,0.975,2.1875,17.1125,20.85,#DIV/0!,-0.55,0.3125,-0.275,-0.087875,#DIV/0!,-8.4375,-1.65,-10.075,-0.325,28.125,92.125,0.310125,5.75,25.375,0.214285714,22.375,66.75,0.338,0.328375,12.125,17,0.640428571,16.25,30,46.25,15.875,6.875,7.875,18.875,33.5,74.125
2899,Dajuan Wagner,183,77,University of Texas at Austin,1922,,,25.75,7,550.5,10.425,0.58925,0.5105,0.62275,0.75,3.8,2.25,18.075,1.475,0.275,17.7,23.425,#DIV/0!,-0.15,0.15,-6.93889E-18,0.0065,#DIV/0!,-1.25,-5.725,-6.975,-0.5,88.5,241.75,0.5155,23,71.75,0.467,65.5,170,0.402,0.676,41,53.25,0.68275,7.25,28.25,35.5,48.75,17.25,3.5,34,53,241
2900,Jiri Welsch,201,94,,1980,Pardubice,Czech Republic,53,22.33333333,985.5,9.033333333,0.464166667,0.231833333,0.427,3.283333333,11.66666667,7.5,13.25,1.85,0.25,15.56666667,17.73333333,#DIV/0!,0.433333333,0.783333333,1.216666667,0.0195,#DIV/0!,-2.95,-1.15,-4.1,-0.066666667,110.8333333,275.1666667,0.3555,25.33333333,75.66666667,0.2885,85.5,199.5,0.380666667,0.3905,83,110,0.749833333,24.33333333,103.8333333,128.1666667,79.66666667,38.5,3.333333333,55.83333333,85.83333333,330
2901,Chris Wilcox,208,100,University of Maryland,1982,Raleigh,North Carolina,51.13333333,19.4,1003.466667,14.85333333,0.571333333,0.0048,0.377066667,9.366666667,19.91333333,14.62666667,6.24,1.306666667,1.573333333,14.38666667,18.61333333,#DIV/0!,1.28,0.866666667,2.153333333,0.097333333,#DIV/0!,-1.566666667,-0.566666667,-2.133333333,0.066666667,169.4666667,313.6,0.549466667,0,1.6,0,169.4666667,312,0.5522,0.549466667,75.93333333,117.8,0.621533333,78.93333333,171.9333333,250.8666667,36.93333333,25.4,19.73333333,56.8,122.4666667,414.8666667
2902,Mike Wilks,178,83,Rice University,1979,Milwaukee,Wisconsin,24.35714286,1.285714286,247.4285714,9.785714286,0.500785714,0.229714286,0.295071429,2.75,8.764285714,5.778571429,17.47142857,2.057142857,0.192857143,17.44285714,14.8,#DIV/0!,0.05,0.164285714,0.221428571,0.048428571,#DIV/0!,-2.528571429,-1.2,-3.728571429,-0.1,22.35714286,58.14285714,0.416071429,3.571428571,12,0.325,18.78571429,46.14285714,0.431785714,0.457357143,13.5,18.42857143,0.771846154,6.5,19,25.5,29.21428571,9.428571429,1.071428571,12.71428571,23.64285714,61.78571429
2903,Frank Williams,193,86,Portland State University,1956,Los Angeles,California,28.66666667,1,317.3333333,5.8,0.340333333,0.324333333,0.137666667,2.2,8.1,5.1,26.66666667,1.866666667,1.566666667,22.3,16.03333333,#DIV/0!,-0.2,0.233333333,-9.25186E-18,-0.038,#DIV/0!,-5.5,-0.533333333,-6.033333333,-0.266666667,30.66666667,87,0.269333333,8,26.66666667,0.225,22.66666667,60.33333333,0.261,0.314,15,18,0.7605,4.333333333,21.33333333,25.66666667,55.33333333,11.33333333,3.666666667,27.66666667,29,84.33333333
